SeasonAbbreviation,AssignedASD,GridMidpointHalfDegreeLat,GridMidpointDegreeLon,C1KRIcatchKG
1987,481,-62.75,-61.5,84590
1987,481,-62.25,-62.5,190
1987,481,-62.25,-61.5,69545
1987,481,-62.25,-60.5,1637580
1987,481,-62.25,-59.5,463750
1987,481,-61.75,-62.5,385
1987,481,-61.75,-61.5,609
1987,481,-61.75,-60.5,126768
1987,481,-61.75,-59.5,2323733
1987,481,-61.75,-58.5,3480117
1987,481,-61.75,-57.5,587430
1987,481,-61.75,-56.5,135434
1987,481,-61.75,-55.5,41600
1987,481,-61.25,-60.5,31560
1987,481,-61.25,-59.5,18500
1987,481,-61.25,-58.5,2080156
1987,481,-61.25,-57.5,4319949
1987,481,-61.25,-56.5,4890295
1987,481,-61.25,-55.5,3050228
1987,481,-61.25,-54.5,1653218
1987,481,-60.75,-60.5,1000
1987,481,-60.75,-59.5,2100
1987,481,-60.75,-58.5,80726
1987,481,-60.75,-57.5,19900
1987,481,-60.75,-56.5,2200275
1987,481,-60.75,-55.5,40308694
1987,481,-60.75,-54.5,1640398
1987,481,-60.75,-53.5,25238
1987,481,-60.75,-52.5,3228
1987,481,-60.75,-51.5,7000
1987,481,-60.25,-59.5,14910
1987,481,-60.25,-58.5,112780
1987,481,-60.25,-57.5,176647
1987,481,-60.25,-56.5,3560
1987,481,-60.25,-55.5,221040
1987,481,-60.25,-54.5,588270
1987,481,-60.25,-53.5,48930
1987,481,-60.25,-52.5,5880
1987,481,-60.25,-51.5,33222
1987,481,-60.25,-50.5,54418
1988,481,-64.75,-66.5,500
1988,481,-64.25,-65.5,500
1988,481,-63.75,-58.5,10
1988,481,-63.25,-63.5,27000
1988,481,-62.75,-62.5,796000
1988,481,-62.75,-61.5,1152389
1988,481,-62.75,-60.5,30220
1988,481,-62.25,-62.5,45000
1988,481,-62.25,-61.5,7553404
1988,481,-62.25,-60.5,27365676
1988,481,-62.25,-59.5,202710
1988,481,-61.75,-63.5,420
1988,481,-61.75,-62.5,6110
1988,481,-61.75,-61.5,19842
1988,481,-61.75,-60.5,5243698
1988,481,-61.75,-59.5,3427293
1988,481,-61.75,-58.5,412788
1988,481,-61.75,-57.5,165170
1988,481,-61.25,-62.5,59500
1988,481,-61.25,-58.5,86518
1988,481,-61.25,-57.5,1422241
1988,481,-61.25,-56.5,8096371
1988,481,-61.25,-55.5,2285570
1988,481,-61.25,-54.5,498730
1988,481,-60.75,-56.5,2266891
1988,481,-60.75,-55.5,9658691
1988,481,-60.75,-54.5,395160
1988,481,-60.75,-53.5,20000
1988,481,-60.75,-51.5,1350100
1988,481,-60.75,-50.5,29500
1988,481,-60.25,-55.5,15400
1988,481,-60.25,-54.5,113268
1988,481,-60.25,-53.5,8000
1988,481,-60.25,-52.5,125300
1988,481,-60.25,-51.5,34680
1988,481,-60.25,-50.5,30500
1989,481,-66.25,-68.5,3250
1989,481,-65.75,-68.5,5950
1989,481,-64.25,-65.5,33200
1989,481,-62.75,-62.5,74681
1989,481,-62.75,-61.5,2811084
1989,481,-62.75,-60.5,33064
1989,481,-62.25,-62.5,4238
1989,481,-62.25,-61.5,11574349
1989,481,-62.25,-60.5,33866183
1989,481,-62.25,-59.5,187320
1989,481,-61.75,-62.5,5440
1989,481,-61.75,-61.5,12929
1989,481,-61.75,-60.5,376900
1989,481,-61.75,-59.5,2617120
1989,481,-61.75,-58.5,2585756
1989,481,-61.75,-57.5,934160
1989,481,-61.75,-51.5,100
1989,481,-61.25,-60.5,30050
1989,481,-61.25,-58.5,222452
1989,481,-61.25,-57.5,1318156
1989,481,-61.25,-56.5,7044395
1989,481,-61.25,-55.5,658950
1989,481,-61.25,-54.5,15500
1989,481,-61.25,-51.5,40
1989,481,-60.75,-57.5,36190
1989,481,-60.75,-56.5,5359311
1989,481,-60.75,-55.5,16374552
1989,481,-60.75,-54.5,12525325
1989,481,-60.75,-53.5,33600
1989,481,-60.75,-51.5,500
1989,481,-60.25,-56.5,242920
1989,481,-60.25,-55.5,2614226
1989,481,-60.25,-54.5,2960849
1989,481,-60.25,-53.5,298976
1989,481,-60.25,-52.5,267590
1989,481,-60.25,-51.5,76600
1990,481,-63.25,-64.5,6000
1990,481,-63.25,-63.5,8344
1990,481,-62.75,-62.5,19050
1990,481,-62.75,-61.5,14250
1990,481,-62.75,-60.5,2112
1990,481,-62.25,-62.5,41678
1990,481,-62.25,-61.5,65883
1990,481,-62.25,-60.5,6565538
1990,481,-62.25,-59.5,487633
1990,481,-62.25,-58.5,94860
1990,481,-61.75,-61.5,30000
1990,481,-61.75,-60.5,4343576
1990,481,-61.75,-59.5,3885546
1990,481,-61.75,-58.5,2296607
1990,481,-61.75,-57.5,761488
1990,481,-61.75,-56.5,119000
1990,481,-61.75,-54.5,19000
1990,481,-61.25,-61.5,100720
1990,481,-61.25,-60.5,171464
1990,481,-61.25,-59.5,456
1990,481,-61.25,-58.5,34070
1990,481,-61.25,-57.5,348640
1990,481,-61.25,-56.5,4049850
1990,481,-61.25,-55.5,2718060
1990,481,-61.25,-54.5,1045640
1990,481,-60.75,-60.5,57400
1990,481,-60.75,-57.5,30890
1990,481,-60.75,-56.5,5843746
1990,481,-60.75,-55.5,9089025
1990,481,-60.75,-54.5,930300
1990,481,-60.75,-53.5,23610
1990,481,-60.75,-52.5,8500
1990,481,-60.75,-51.5,13000
1990,481,-60.25,-56.5,83330
1990,481,-60.25,-55.5,1206545
1990,481,-60.25,-54.5,289590
1990,481,-60.25,-53.5,5250
1991,481,-63.75,-66.5,6000
1991,481,-62.75,-63.5,1000
1991,481,-62.75,-62.5,78000
1991,481,-62.75,-61.5,9518700
1991,481,-62.75,-60.5,429900
1991,481,-62.75,-56.5,1017000
1991,481,-62.25,-61.5,5140250
1991,481,-62.25,-60.5,10971130
1991,481,-62.25,-59.5,874200
1991,481,-62.25,-58.5,21000
1991,481,-61.75,-61.5,324700
1991,481,-61.75,-60.5,2699912
1991,481,-61.75,-59.5,4257190
1991,481,-61.75,-58.5,885690
1991,481,-61.75,-57.5,38200
1991,481,-61.75,-56.5,7000
1991,481,-61.25,-58.5,51920
1991,481,-61.25,-57.5,77590
1991,481,-61.25,-56.5,119940
1991,481,-61.25,-55.5,4032380
1991,481,-61.25,-54.5,179000
1991,481,-60.75,-59.5,5150
1991,481,-60.75,-58.5,4000
1991,481,-60.75,-57.5,641700
1991,481,-60.75,-56.5,2266750
1991,481,-60.75,-55.5,21933780
1991,481,-60.75,-54.5,1272700
1991,481,-60.75,-51.5,5800
1991,481,-60.25,-57.5,590
1991,481,-60.25,-56.5,2445000
1991,481,-60.25,-55.5,232000
1991,481,-60.25,-53.5,235100
1991,481,-60.25,-52.5,78400
1991,481,-60.25,-50.5,3000
1992,481,-65.25,-69.5,4300
1992,481,-64.75,-66.5,2500
1992,481,-63.25,-64.5,84150
1992,481,-63.25,-63.5,15300
1992,481,-62.75,-65.5,7920
1992,481,-62.75,-62.5,1226030
1992,481,-62.75,-61.5,16349840
1992,481,-62.75,-60.5,316080
1992,481,-62.25,-62.5,182500
1992,481,-62.25,-61.5,22166579
1992,481,-62.25,-60.5,15457711
1992,481,-62.25,-59.5,1453875
1992,481,-62.25,-57.5,31900
1992,481,-62.25,-55.5,78500
1992,481,-61.75,-61.5,52550
1992,481,-61.75,-60.5,1068245
1992,481,-61.75,-59.5,3944980
1992,481,-61.75,-58.5,1217370
1992,481,-61.75,-57.5,72510
1992,481,-61.75,-56.5,60600
1992,481,-61.75,-55.5,67350
1992,481,-61.75,-52.5,8000
1992,481,-61.75,-51.5,257740
1992,481,-61.25,-61.5,6375
1992,481,-61.25,-58.5,13000
1992,481,-61.25,-57.5,2863
1992,481,-61.25,-56.5,189000
1992,481,-61.25,-55.5,259500
1992,481,-61.25,-53.5,28500
1992,481,-61.25,-52.5,52000
1992,481,-61.25,-51.5,204250
1992,481,-60.75,-58.5,390800
1992,481,-60.75,-57.5,549200
1992,481,-60.75,-56.5,547400
1992,481,-60.75,-55.5,5123950
1992,481,-60.75,-53.5,67000
1992,481,-60.75,-51.5,104000
1992,481,-60.25,-58.5,2015200
1992,481,-60.25,-57.5,1470700
1992,481,-60.25,-56.5,380000
1992,481,-60.25,-55.5,775
1992,481,-60.25,-54.5,4676
1992,481,-60.25,-52.5,11500
1992,481,-60.25,-51.5,11000
1992,481,-60.25,-50.5,15500
1993,481,-63.25,-61.5,7680
1993,481,-62.75,-63.5,3000
1993,481,-62.75,-62.5,787700
1993,481,-62.75,-61.5,11144996
1993,481,-62.75,-60.5,30620
1993,481,-62.25,-61.5,3786760
1993,481,-62.25,-60.5,14288670
1993,481,-62.25,-59.5,14200
1993,481,-61.75,-60.5,580000
1993,481,-61.75,-59.5,185090
1993,481,-61.75,-58.5,19820
1993,481,-61.25,-56.5,30000
1993,481,-61.25,-55.5,12000
1993,481,-61.25,-54.5,64290
1993,481,-60.75,-55.5,2232410
1993,481,-60.75,-54.5,30000
1993,481,-60.75,-50.5,19000
1993,481,-60.25,-56.5,20000
1994,481,-63.25,-61.5,1000
1994,481,-63.25,-60.5,5000
1994,481,-62.75,-63.5,4500
1994,481,-62.75,-62.5,4000
1994,481,-62.75,-61.5,9225690
1994,481,-62.75,-60.5,55400
1994,481,-62.25,-62.5,3600
1994,481,-62.25,-61.5,5435980
1994,481,-62.25,-60.5,12194460
1994,481,-62.25,-59.5,45500
1994,481,-61.75,-60.5,102000
1994,481,-61.75,-59.5,299600
1994,481,-61.75,-58.5,54500
1994,481,-61.25,-58.5,6000
1994,481,-61.25,-56.5,958750
1994,481,-61.25,-55.5,7924760
1994,481,-61.25,-54.5,8000
1994,481,-60.75,-58.5,5000
1994,481,-60.75,-56.5,1500
1994,481,-60.75,-55.5,8622000
1994,481,-60.75,-54.5,143500
1995,481,-62.75,-62.5,1268490
1995,481,-62.75,-61.5,838535
1995,481,-62.75,-60.5,36970
1995,481,-62.25,-62.5,1633600
1995,481,-62.25,-61.5,5943085
1995,481,-62.25,-60.5,1137925
1995,481,-62.25,-59.5,551595
1995,481,-61.75,-62.5,520790
1995,481,-61.75,-61.5,5301225
1995,481,-61.75,-60.5,1637370
1995,481,-61.75,-59.5,1478300
1995,481,-61.75,-58.5,11000
1995,481,-61.75,-57.5,3000
1995,481,-61.75,-55.5,34000
1995,481,-61.25,-56.5,63960
1995,481,-61.25,-55.5,715800
1995,481,-61.25,-54.5,362500
1995,481,-60.75,-58.5,186200
1995,481,-60.75,-57.5,111400
1995,481,-60.75,-56.5,175850
1995,481,-60.75,-55.5,12228100
1995,481,-60.75,-54.5,1449600
1995,481,-60.25,-58.5,933700
1995,481,-60.25,-57.5,702600
1995,481,-60.25,-56.5,121900
1995,481,-60.25,-55.5,693000
1995,481,-60.25,-54.5,23400
1996,481,-64.75,-60.5,25000
1996,481,-62.75,-62.5,520300
1996,481,-62.75,-61.5,10536565
1996,481,-62.75,-60.5,12700
1996,481,-62.25,-62.5,2914190
1996,481,-62.25,-61.5,10182710
1996,481,-62.25,-60.5,14311220
1996,481,-62.25,-59.5,1129795
1996,481,-61.75,-62.5,256000
1996,481,-61.75,-61.5,140250
1996,481,-61.75,-60.5,2178200
1996,481,-61.75,-59.5,2248005
1996,481,-61.75,-58.5,29000
1996,481,-61.25,-58.5,32400
1996,481,-61.25,-56.5,69000
1996,481,-61.25,-55.5,546000
1996,481,-61.25,-54.5,243000
1996,481,-60.75,-56.5,40800
1996,481,-60.75,-55.5,9746400
1996,481,-60.75,-54.5,1925800
1996,481,-60.75,-53.5,156400
1996,481,-60.25,-58.5,561000
1996,481,-60.25,-57.5,551600
1996,481,-60.25,-56.5,920000
1996,481,-60.25,-55.5,1294900
1996,481,-60.25,-54.5,1182000
1996,481,-60.25,-53.5,4500
1997,481,-62.75,-62.5,192600
1997,481,-62.75,-61.5,5658400
1997,481,-62.75,-60.5,9400
1997,481,-62.25,-62.5,331500
1997,481,-62.25,-61.5,3510975
1997,481,-62.25,-60.5,12081080
1997,481,-62.25,-59.5,12128225
1997,481,-62.25,-57.5,13000
1997,481,-61.75,-61.5,630800
1997,481,-61.75,-60.5,2828000
1997,481,-61.75,-59.5,1180110
1997,481,-61.75,-58.5,241700
1997,481,-61.75,-56.5,8500
1997,481,-61.25,-59.5,29100
1997,481,-61.25,-58.5,157700
1997,481,-61.25,-57.5,172600
1997,481,-61.25,-56.5,2507100
1997,481,-61.25,-55.5,1669700
1997,481,-61.25,-54.5,185600
1997,481,-60.75,-58.5,11000
1997,481,-60.75,-56.5,821600
1997,481,-60.75,-55.5,3721800
1997,481,-60.75,-54.5,198300
1997,481,-60.75,-53.5,7000
1997,481,-60.75,-50.5,2500
1997,481,-60.25,-59.5,70800
1997,481,-60.25,-58.5,47100
1997,481,-60.25,-57.5,184700
1997,481,-60.25,-56.5,54900
1997,481,-60.25,-55.5,56700
1997,481,-60.25,-54.5,3500
1998,481,-66.25,-67.5,258050
1998,481,-65.75,-67.5,166150
1998,481,-65.75,-66.5,501700
1998,481,-65.25,-69.5,29755
1998,481,-65.25,-68.5,17470
1998,481,-65.25,-65.5,53725
1998,481,-64.75,-69.5,1650
1998,481,-64.75,-65.5,122250
1998,481,-64.75,-64.5,1302900
1998,481,-64.25,-67.5,2400
1998,481,-64.25,-66.5,81000
1998,481,-64.25,-65.5,135200
1998,481,-64.25,-64.5,903025
1998,481,-64.25,-63.5,252000
1998,481,-64.25,-62.5,23775
1998,481,-63.75,-66.5,181670
1998,481,-63.75,-65.5,1179475
1998,481,-63.75,-64.5,75050
1998,481,-63.75,-63.5,93900
1998,481,-63.25,-64.5,345330
1998,481,-63.25,-63.5,59750
1998,481,-62.75,-62.5,145936
1998,481,-62.75,-61.5,14484009
1998,481,-62.75,-60.5,437950
1998,481,-62.75,-59.5,15862
1998,481,-62.25,-62.5,33000
1998,481,-62.25,-61.5,1803903
1998,481,-62.25,-60.5,11041979
1998,481,-62.25,-59.5,5566455
1998,481,-62.25,-58.5,1201045
1998,481,-61.75,-60.5,188100
1998,481,-61.75,-59.5,4675643
1998,481,-61.75,-58.5,3005528
1998,481,-61.75,-57.5,751118
1998,481,-61.75,-56.5,3366
1998,481,-61.75,-52.5,25300
1998,481,-61.25,-59.5,40203
1998,481,-61.25,-58.5,159300
1998,481,-61.25,-57.5,191500
1998,481,-61.25,-56.5,231897
1998,481,-61.25,-55.5,958534
1998,481,-61.25,-54.5,27600
1998,481,-60.75,-56.5,156530
1998,481,-60.75,-55.5,4076074
1998,481,-60.75,-54.5,83800
1998,481,-60.75,-53.5,38906
1998,481,-60.75,-52.5,500
1998,481,-60.25,-56.5,297574
1998,481,-60.25,-55.5,481350
1998,481,-60.25,-54.5,63800
1999,481,-64.75,-64.5,10400
1999,481,-64.25,-64.5,121000
1999,481,-64.25,-63.5,2529400
1999,481,-64.25,-62.5,507000
1999,481,-63.75,-63.5,168600
1999,481,-63.75,-62.5,523000
1999,481,-63.75,-61.5,14700
1999,481,-63.25,-63.5,7600
1999,481,-63.25,-59.5,9000
1999,481,-62.75,-62.5,1050700
1999,481,-62.75,-61.5,2695840
1999,481,-62.75,-59.5,286000
1999,481,-62.75,-58.5,57000
1999,481,-62.75,-57.5,15500
1999,481,-62.75,-56.5,105000
1999,481,-62.25,-62.5,971006
1999,481,-62.25,-61.5,4277289
1999,481,-62.25,-60.5,3332900
1999,481,-62.25,-59.5,4099200
1999,481,-62.25,-57.5,317500
1999,481,-62.25,-56.5,112600
1999,481,-62.25,-55.5,6500
1999,481,-61.75,-61.5,20000
1999,481,-61.75,-60.5,348700
1999,481,-61.75,-59.5,1734600
1999,481,-61.75,-58.5,2451700
1999,481,-61.75,-57.5,941700
1999,481,-61.75,-56.5,23500
1999,481,-61.25,-60.5,18000
1999,481,-61.25,-59.5,67200
1999,481,-61.25,-58.5,353800
1999,481,-61.25,-57.5,2000
1999,481,-61.25,-56.5,190000
1999,481,-61.25,-55.5,1177500
1999,481,-61.25,-54.5,548000
1999,481,-60.75,-58.5,967600
1999,481,-60.75,-57.5,529500
1999,481,-60.75,-56.5,70000
1999,481,-60.75,-55.5,6869100
1999,481,-60.75,-54.5,25800
1999,481,-60.25,-67.5,30000
1999,481,-60.25,-60.5,8000
1999,481,-60.25,-58.5,141700
1999,481,-60.25,-57.5,410000
1999,481,-60.25,-56.5,334100
2000,481,-64.25,-63.5,74100
2000,481,-63.75,-63.5,9400
2000,481,-63.75,-62.5,24000
2000,481,-63.25,-60.5,350020
2000,481,-63.25,-59.5,963020
2000,481,-62.75,-62.5,2192100
2000,481,-62.75,-61.5,7541000
2000,481,-62.75,-60.5,826740
2000,481,-62.75,-59.5,4989238
2000,481,-62.75,-58.5,491340
2000,481,-62.75,-57.5,113580
2000,481,-62.75,-56.5,1400
2000,481,-62.25,-62.5,1119200
2000,481,-62.25,-61.5,7341360
2000,481,-62.25,-60.5,17090804
2000,481,-62.25,-59.5,5158580
2000,481,-62.25,-58.5,443280
2000,481,-62.25,-57.5,705836
2000,481,-62.25,-56.5,173890
2000,481,-61.75,-61.5,541000
2000,481,-61.75,-60.5,1099900
2000,481,-61.75,-59.5,7918222
2000,481,-61.75,-58.5,3695416
2000,481,-61.75,-57.5,2013714
2000,481,-61.75,-55.5,26000
2000,481,-61.75,-54.5,29600
2000,481,-61.25,-59.5,55100
2000,481,-61.25,-58.5,239760
2000,481,-61.25,-57.5,256700
2000,481,-61.25,-56.5,3851400
2000,481,-61.25,-55.5,1597700
2000,481,-61.25,-54.5,236800
2000,481,-61.25,-50.5,118000
2000,481,-60.75,-57.5,12100
2000,481,-60.75,-56.5,451000
2000,481,-60.75,-55.5,4739200
2000,481,-60.75,-54.5,484000
2000,481,-60.75,-52.5,3000
2000,481,-60.25,-58.5,6300
2001,481,-64.25,-63.5,104200
2001,481,-63.75,-63.5,50000
2001,481,-63.75,-62.5,173900
2001,481,-63.25,-63.5,91000
2001,481,-63.25,-62.5,684100
2001,481,-63.25,-61.5,5000
2001,481,-63.25,-60.5,973200
2001,481,-63.25,-58.5,27700
2001,481,-63.25,-57.5,6000
2001,481,-62.75,-62.5,337700
2001,481,-62.75,-61.5,14333442
2001,481,-62.75,-60.5,383500
2001,481,-62.75,-59.5,2234880
2001,481,-62.75,-58.5,49650
2001,481,-62.75,-57.5,71640
2001,481,-62.75,-56.5,8400
2001,481,-62.25,-62.5,136000
2001,481,-62.25,-61.5,2782360
2001,481,-62.25,-60.5,6878762
2001,481,-62.25,-59.5,12463531
2001,481,-62.25,-58.5,463070
